DATE,Richard Robinson Rick
2013-04-09,1.5
2013-04-10,0.0
2013-04-11,0.0
2013-04-12,16.5
2013-04-13,14.0
2013-04-14,0.0
2013-04-15,14.0
2013-04-16,48.0
2013-04-17,44.0
2013-04-18,19.0
2013-04-19,63.0
2013-04-20,77.0
2013-04-21,0.0
2013-04-22,40.0
2013-04-23,3.0
2013-04-24,8.0
2013-04-25,2.0
2013-04-26,1.5
2013-04-27,0.0
2013-04-28,0.0
2013-04-29,0.0
2013-04-30,0.0
2013-05-01,0.0
2013-05-02,0.0
2013-05-03,0.0
2013-05-04,0.0
2013-05-05,0.0
2013-05-06,0.0
2013-05-07,15.5
2013-05-08,10.5
2013-05-09,6.0
2013-05-10,25.5
2013-05-11,10.5
2013-05-12,0.0
2013-05-13,0.0
2013-05-14,0.0
2013-05-15,1.5
2013-05-16,0.0
2013-05-17,0.0
2013-05-18,0.5
2013-05-19,7.0
2013-05-20,1.0
2013-05-21,32.0
2013-05-22,0.5
2013-05-23,0.5
2013-05-24,27.0
2013-05-25,58.5
2013-05-26,0.0
2013-05-27,20.0
2013-05-28,0.5
2013-05-29,0.5
2013-05-30,6.0
2013-05-31,0.5
2013-06-01,0.0
2013-06-02,0.0
2013-06-03,0.5
2013-06-04,0.0
2013-06-05,0.0
2013-06-06,0.0
2013-06-07,3.5
2013-06-08,0.0
2013-06-09,44.0
2013-06-10,0.0
2013-06-11,0.0
2013-06-12,33.5
2013-06-13,44.0
2013-06-14,10.0
2013-06-15,0.0
2013-06-16,1.0
2013-06-17,28.5
2013-06-18,9.5
2013-06-19,0.0
2013-06-20,0.0
2013-06-21,0.0
2013-06-22,1.0
2013-06-23,0.0
2013-06-24,0.0
2013-06-25,0.0
2013-06-26,0.0
2013-06-27,2.5
2013-06-28,14.5
2013-06-29,0.0
2013-06-30,1.0
2013-07-01,0.5
2013-07-02,0.0
2013-07-03,0.0
2013-07-04,40.0
2013-07-05,12.5
2013-07-06,0.5
2013-07-07,0.0
2013-07-08,0.0
2013-07-09,0.0
2013-07-10,1.5
2013-07-11,0.0
2013-07-12,1.0
2013-07-13,7.0
2013-07-14,11.0
2013-07-15,0.0
2013-07-16,1.0
2013-07-17,0.0
2013-07-18,0.0
2013-07-19,0.0
2013-07-20,0.0
2013-07-21,0.0
2013-07-22,60.0
2013-07-23,4.0
2013-07-24,2.5
2013-07-25,2.0
2013-07-26,45.5
2013-07-27,0.0
2013-07-28,0.0
2013-07-29,0.0
2013-07-30,0.0
2013-07-31,0.0
2013-08-01,0.0
2013-08-02,2.5
2013-08-03,0.0
2013-08-04,0.0
2013-08-05,0.0
2013-08-06,0.0
2013-08-07,0.0
2013-08-08,0.0
2013-08-09,0.5
2013-08-10,0.5
2013-08-11,0.0
2013-08-12,0.0
2013-08-13,0.0
2013-08-14,0.0
2013-08-15,0.0
2013-08-16,0.0
2013-08-17,0.0
2013-08-18,0.0
2013-08-19,0.0
2013-08-20,0.0
2013-08-21,0.0
2013-08-22,0.0
2013-08-23,0.0
2013-08-24,0.0
2013-08-25,0.0
2013-08-26,0.0
2013-08-27,0.0
2013-08-28,0.0
2013-08-29,0.0
2013-08-30,0.0
2013-08-31,0.0
2013-09-01,0.0
2013-09-02,0.0
2013-09-03,0.0
2013-09-04,0.0
2013-09-05,0.0
2013-09-06,0.0
2013-09-07,0.0
2013-09-08,0.0
2013-09-09,0.0
2013-09-10,0.0
2013-09-11,0.0
2013-09-12,0.0
2013-09-13,0.0
2013-09-14,0.0
2013-09-15,0.0
2013-09-16,0.0
2013-09-17,0.0
2013-09-18,0.0
2013-09-19,0.5
2013-09-20,0.0
2013-09-21,0.0
2013-09-22,0.0
2013-09-23,0.0
2013-09-24,0.0
2013-09-25,0.0
2013-09-26,0.0
2013-09-27,0.0
2013-09-28,0.0
2013-09-29,0.0
2013-09-30,6.5
2013-10-01,0.5
2013-10-02,0.0
2013-10-03,0.0
2013-10-04,0.0
2013-10-05,0.0
2013-10-06,0.0
2013-10-07,0.0
2013-10-08,0.0
2013-10-09,0.0
2013-10-10,0.0
2013-10-11,0.0
2013-10-12,0.0
2013-10-13,0.0
2013-10-14,3.5
2013-10-15,0.0
2013-10-16,0.0
2013-10-17,0.0
2013-10-18,0.0
2013-10-19,0.0
2013-10-20,0.0
2013-10-21,0.0
2013-10-22,0.0
2013-10-23,0.0
2013-10-24,0.0
2013-10-25,0.0
2013-10-26,0.0
2013-10-27,2.0
2013-10-28,0.0
2013-10-29,0.0
2013-10-30,5.5
2013-10-31,4.5
2013-11-01,0.0
2013-11-02,0.0
2013-11-03,1.0
2013-11-04,0.0
2013-11-05,0.0
2013-11-06,0.0
2013-11-07,0.0
2013-11-08,0.0
2013-11-09,14.5
2013-11-10,0.0
2013-11-11,0.0
2013-11-12,10.5
2013-11-13,4.0
2013-11-14,55.5
2013-11-15,30.5
2013-11-16,23.5
2013-11-17,11.0
2013-11-18,5.5
2013-11-19,0.0
2013-11-20,0.0
2013-11-21,0.0
2013-11-22,0.0
2013-11-23,0.0
2013-11-24,0.0
2013-11-25,0.5
2013-11-26,3.5
2013-11-27,10.0
2013-11-28,3.5
2013-11-29,2.0
2013-11-30,18.5
2013-12-01,0.0
2013-12-02,26.0
2013-12-03,5.5
2013-12-04,2.5
2013-12-05,5.5
2013-12-06,1.0
2013-12-07,12.5
2013-12-08,37.5
2013-12-09,2.5
2013-12-10,35.5
2013-12-11,29.0
2013-12-12,11.0
2013-12-13,0.0
2013-12-14,0.0
2013-12-15,12.0
2013-12-16,22.0
2013-12-17,0.0
2013-12-18,0.0
2013-12-19,0.0
2013-12-20,4.0
2013-12-21,33.0
2013-12-22,26.0
2013-12-23,0.0
2013-12-24,0.0
2013-12-25,42.0
2013-12-26,11.0
2013-12-27,0.0
2013-12-28,0.0
2013-12-29,0.0
2013-12-30,15.0
2013-12-31,20.0
2014-01-01,0.0
2014-01-02,0.0
2014-01-03,0.0
2014-01-04,3.5
2014-01-05,10.5
2014-01-06,9.0
2014-01-07,11.0
2014-01-08,6.5
2014-01-09,10.0
2014-01-10,11.0
2014-01-11,10.5
2014-01-12,17.0
2014-01-13,16.0
2014-01-14,2.5
2014-01-15,7.0
2014-01-16,4.0
2014-01-17,5.0
2014-01-18,22.0
2014-01-19,11.5
2014-01-20,10.0
2014-01-21,5.0
2014-01-22,0.0
2014-01-23,3.0
2014-01-24,2.0
2014-01-25,2.5
2014-01-26,5.0
2014-01-27,4.0
2014-01-28,2.5
2014-01-29,2.0
2014-01-30,0.0
2014-01-31,0.0
2014-02-01,0.0
2014-02-02,7.5
2014-02-03,10.0
2014-02-04,0.0
2014-02-05,0.0
2014-02-06,23.5
2014-02-07,0.0
2014-02-08,0.0
2014-02-09,0.0
2014-02-10,0.0
2014-02-11,0.0
2014-02-12,0.0
2014-02-13,0.0
2014-02-14,0.0
2014-02-15,7.0
2014-02-16,25.5
2014-02-17,14.0
2014-02-18,8.0
2014-02-19,7.5
2014-02-20,16.0
2014-02-21,8.5
2014-02-22,11.0
2014-02-23,14.5
2014-02-24,6.0
2014-02-25,7.0
2014-02-26,13.0
2014-02-27,11.0
2014-02-28,6.5
2014-03-01,7.0
2014-03-02,9.5
2014-03-03,10.0
2014-03-04,6.0
2014-03-05,14.0
2014-03-06,15.5
2014-03-07,7.0
2014-03-08,13.0
2014-03-09,15.0
2014-03-10,14.0
2014-03-11,7.0
2014-03-12,10.5
2014-03-13,19.0
2014-03-14,0.0
2014-03-15,12.0
2014-03-16,6.0
2014-03-17,40.0
2014-03-18,21.0
2014-03-19,8.0
2014-03-20,0.0
2014-03-21,0.0
2014-03-22,0.0
2014-03-23,18.0
2014-03-24,17.0
2014-03-25,5.5
2014-03-26,8.0
2014-03-27,6.5
2014-03-28,11.0
2014-03-29,14.0
2014-03-30,4.5
2014-03-31,0.0
2014-04-01,0.0
2014-04-02,0.0
2014-04-03,0.0
2014-04-04,0.0
2014-04-05,4.5
2014-04-06,17.5
2014-04-07,43.5
2014-04-08,0.0
2014-04-09,5.5
2014-04-10,7.5
2014-04-11,3.5
2014-04-12,69.5
2014-04-13,0.0
2014-04-14,17.5
2014-04-15,13.0
2014-04-16,1.0
2014-04-17,78.5
2014-04-18,0.0
2014-04-19,7.0
2014-04-20,24.5
2014-04-21,3.5
2014-04-22,5.5
2014-04-23,6.5
2014-04-24,2.0
2014-04-25,3.5
2014-04-26,39.5
2014-04-27,0.0
2014-04-28,12.0
2014-04-29,0.0
2014-04-30,0.0
2014-05-01,0.0
2014-05-02,0.0
2014-05-03,0.0
2014-05-04,0.0
2014-05-05,0.0
2014-05-06,0.0
2014-05-07,1.0
2014-05-08,2.5
2014-05-09,0.0
2014-05-10,0.0
2014-05-11,0.0
2014-05-12,0.0
2014-05-13,4.5
2014-05-14,0.0
2014-05-15,0.0
2014-05-16,0.0
2014-05-17,0.0
2014-05-18,8.5
2014-05-19,0.0
2014-05-20,0.0
2014-05-21,7.5
2014-05-22,0.0
2014-05-23,0.0
2014-05-24,0.0
2014-05-25,0.0
2014-05-26,6.5
2014-05-27,0.0
2014-05-28,0.0
2014-05-29,0.0
2014-05-30,0.0
2014-05-31,14.5
2014-06-01,0.0
2014-06-02,0.0
2014-06-03,0.0
2014-06-04,0.0
2014-06-05,0.0
2014-06-06,0.0
2014-06-07,0.0
2014-06-08,0.0
2014-06-09,0.0
2014-06-10,0.0
2014-06-11,15.5
2014-06-12,13.5
2014-06-13,0.0
2014-06-14,17.5
2014-06-15,0.0
2014-06-16,0.0
2014-06-17,14.5
2014-06-18,6.5
2014-06-19,125.5
2014-06-20,3.5
2014-06-21,0.0
2014-06-22,0.0
2014-06-23,16.5
2014-06-24,1.5
2014-06-25,0.0
2014-06-26,0.0
2014-06-27,13.0
2014-06-28,0.0
2014-06-29,0.0
2014-06-30,0.0
2014-07-01,0.0
2014-07-02,0.0
2014-07-03,0.0
2014-07-04,0.0
2014-07-05,0.0
2014-07-06,0.0
2014-07-07,0.0
2014-07-08,0.0
2014-07-09,0.0
2014-07-10,0.0
2014-07-11,0.0
2014-07-12,0.0
2014-07-13,0.0
2014-07-14,0.0
2014-07-15,0.0
2014-07-16,0.0
2014-07-17,0.0
2014-07-18,0.0
2014-07-19,0.0
2014-07-20,0.0
2014-07-21,0.0
2014-07-22,0.0
2014-07-23,0.0
2014-07-24,0.0
2014-07-25,0.0
2014-07-26,0.0
2014-07-27,0.0
2014-07-28,0.0
2014-07-29,0.0
2014-07-30,0.0
2014-07-31,0.0
2014-08-01,0.0
2014-08-02,0.0
2014-08-03,0.0
2014-08-04,0.0
2014-08-05,0.0
2014-08-06,0.0
2014-08-07,0.0
2014-08-08,0.0
2014-08-09,0.0
2014-08-10,0.0
2014-08-11,0.0
2014-08-12,0.0
2014-08-13,0.0
2014-08-14,0.0
2014-08-15,0.0
2014-08-16,0.0
2014-08-17,0.0
2014-08-18,0.0
2014-08-19,0.0
2014-08-20,0.0
2014-08-21,0.0
2014-08-22,0.0
2014-08-23,0.0
2014-08-24,0.0
2014-08-25,0.0
2014-08-26,0.0
2014-08-27,0.0
2014-08-28,0.0
2014-08-29,0.0
2014-08-30,0.0
2014-08-31,0.0
2014-09-01,0.0
2014-09-02,0.0
2014-09-03,0.0
2014-09-04,0.0
2014-09-05,0.0
2014-09-06,0.0
2014-09-07,0.0
2014-09-08,0.0
2014-09-09,0.0
2014-09-10,0.0
2014-09-11,0.0
2014-09-12,0.0
2014-09-13,0.0
2014-09-14,0.0
2014-09-15,0.0
2014-09-16,0.0
2014-09-17,0.0
2014-09-18,0.0
2014-09-19,0.0
2014-09-20,0.0
2014-09-21,0.0
2014-09-22,0.0
2014-09-23,0.0
2014-09-24,0.0
2014-09-25,0.0
2014-09-26,0.0
2014-09-27,0.0
2014-09-28,0.0
2014-09-29,0.0
2014-09-30,0.0
2014-10-01,0.0
2014-10-02,0.0
2014-10-03,0.0
2014-10-04,0.0
2014-10-05,0.0
2014-10-06,0.0
2014-10-07,0.0
2014-10-08,0.0
2014-10-09,0.0
2014-10-10,0.0
2014-10-11,0.0
2014-10-12,0.0
2014-10-13,1.0
2014-10-14,15.0
2014-10-15,0.0
2014-10-16,0.0
2014-10-17,0.0
2014-10-18,0.0
2014-10-19,0.0
2014-10-20,0.0
2014-10-21,0.0
2014-10-22,0.0
2014-10-23,0.0
2014-10-24,0.0
2014-10-25,0.0
2014-10-26,0.0
2014-10-27,0.0
2014-10-28,0.0
2014-10-29,42.5
2014-10-30,0.0
2014-10-31,0.0
2014-11-01,0.0
2014-11-02,0.0
2014-11-03,0.0
2014-11-04,0.0
2014-11-05,0.0
2014-11-06,0.0
2014-11-07,0.0
2014-11-08,25.5
2014-11-09,8.0
2014-11-10,0.0
2014-11-11,0.0
2014-11-12,79.0
2014-11-13,21.5
2014-11-14,10.5
2014-11-15,16.0
2014-11-16,0.0
2014-11-17,0.0
2014-11-18,1.0
2014-11-19,15.0
2014-11-20,5.0
2014-11-21,0.0
2014-11-22,18.5
2014-11-23,1.5
2014-11-24,0.0
2014-11-25,0.0
2014-11-26,3.5
2014-11-27,0.0
2014-11-28,0.0
2014-11-29,15.5
2014-11-30,6.5
2014-12-01,0.0
2014-12-02,0.0
2014-12-03,0.0
2014-12-04,117.0
2014-12-05,62.5
2014-12-06,19.5
2014-12-07,5.0
2014-12-08,0.0
2014-12-09,4.5
2014-12-10,18.5
2014-12-11,16.5
2014-12-12,5.5
2014-12-13,62.0
2014-12-14,0.0
2014-12-15,0.0
2014-12-16,8.5
2014-12-17,13.5
2014-12-18,17.5
2014-12-19,126.0
2014-12-20,86.0
2014-12-21,18.5
2014-12-22,63.5
2014-12-23,17.5
2014-12-24,10.5
2014-12-25,30.0
2014-12-26,5.0
2014-12-27,19.0
2014-12-28,99.0
2014-12-29,15.5
2014-12-30,0.0
2014-12-31,0.0
2015-01-01,26.5
2015-01-02,7.5
2015-01-03,1.5
2015-01-04,12.5
2015-01-05,5.0
2015-01-06,0.0
2015-01-07,0.0
2015-01-08,0.0
2015-01-09,0.0
2015-01-10,0.0
2015-01-11,0.0
2015-01-12,0.0
2015-01-13,2.5
2015-01-14,24.0
2015-01-15,2.0
2015-01-16,0.0
2015-01-17,0.0
2015-01-18,0.0
2015-01-19,0.0
2015-01-20,4.0
2015-01-21,80.0
2015-01-22,1.5
2015-01-23,8.0
2015-01-24,23.0
2015-01-25,49.5
2015-01-26,9.0
2015-01-27,0.0
2015-01-28,10.5
2015-01-29,78.0
2015-01-30,2.0
2015-01-31,0.0
2015-02-01,109.5
2015-02-02,15.5
2015-02-03,0.0
2015-02-04,61.0
2015-02-05,122.0
2015-02-06,20.0
2015-02-07,10.5
2015-02-08,14.5
2015-02-09,1.5
2015-02-10,22.5
2015-02-11,5.5
2015-02-12,17.5
2015-02-13,30.0
2015-02-14,0.0
2015-02-15,0.0
2015-02-16,3.0
2015-02-17,14.5
2015-02-18,43.5
2015-02-19,78.0
2015-02-20,4.0
2015-02-21,0.0
2015-02-22,0.0
2015-02-23,0.0
2015-02-24,1.5
2015-02-25,10.5
2015-02-26,0.0
2015-02-27,18.0
2015-02-28,0.0
2015-03-01,10.0
2015-03-02,32.5
2015-03-03,29.5
2015-03-04,0.0
2015-03-05,1.0
2015-03-06,0.0
2015-03-07,0.0
2015-03-08,0.0
2015-03-09,0.0
2015-03-10,0.0
2015-03-11,0.0
2015-03-12,9.0
2015-03-13,6.0
2015-03-14,1.0
2015-03-15,96.0
2015-03-16,45.0
2015-03-17,48.0
2015-03-18,1.5
2015-03-19,14.0
2015-03-20,16.5
2015-03-21,9.5
2015-03-22,1.0
2015-03-23,16.0
2015-03-24,21.0
2015-03-25,0.0
2015-03-26,25.0
2015-03-27,1.0
2015-03-28,8.5
2015-03-29,0.0
2015-03-30,0.0
2015-03-31,1.0
2015-04-01,5.0
2015-04-02,34.5
2015-04-03,1.0
2015-04-04,0.0
2015-04-05,94.0
2015-04-06,0.0
2015-04-07,6.5
2015-04-08,0.0
2015-04-09,3.0
2015-04-10,0.0
2015-04-11,0.0
2015-04-12,0.0
2015-04-13,33.0
2015-04-14,0.0
2015-04-15,67.5
2015-04-16,3.0
2015-04-17,7.0
2015-04-18,1.0
2015-04-19,4.0
2015-04-20,27.5
2015-04-21,0.0
2015-04-22,0.0
2015-04-23,1.5
2015-04-24,0.0
2015-04-25,0.0
2015-04-26,0.0
2015-04-27,2.0
2015-04-28,7.5
2015-04-29,0.0
2015-04-30,63.0
2015-05-01,0.0
2015-05-02,19.0
2015-05-03,5.0
2015-05-04,38.0
2015-05-05,5.0
2015-05-06,6.5
2015-05-07,0.0
2015-05-08,19.5
2015-05-09,0.0
2015-05-10,0.0
2015-05-11,0.0
2015-05-12,0.0
2015-05-13,0.0
2015-05-14,0.0
2015-05-15,0.0
2015-05-16,0.0
2015-05-17,0.0
2015-05-18,0.0
2015-05-19,0.0
2015-05-20,0.0
2015-05-21,0.0
2015-05-22,0.0
2015-05-23,0.0
2015-05-24,0.0
2015-05-25,0.0
2015-05-26,0.0
2015-05-27,0.0
2015-05-28,0.0
2015-05-29,0.0
2015-05-30,0.0
2015-05-31,0.0
2015-06-01,0.0
2015-06-02,0.0
2015-06-03,0.0
2015-06-04,0.0
2015-06-05,0.0
2015-06-06,0.0
2015-06-07,0.0
2015-06-08,0.0
2015-06-09,10.0
2015-06-10,75.0
2015-06-11,0.0
2015-06-12,0.0
2015-06-13,0.0
2015-06-14,0.0
2015-06-15,0.0
2015-06-16,0.0
2015-06-17,0.0
2015-06-18,0.0
2015-06-19,0.0
2015-06-20,0.0
2015-06-21,0.0
2015-06-22,0.0
2015-06-23,0.0
